Country	Year	Organization	Publisher	Material	Resource.type	CostUSD	CostEUR	CostNAT	Cost
Finland	2010	University of Turku	Duodecim	hammaslääketieteen tietokannat; sfinx-pharao -lääkeinteraktiotietokanta; sairaanhoitajan tietokannat; terveysportti	other electronic service	13330.9821118627	12020	10047.9744781564	12020
Finland	2010	Finnish Institute of Occupational Health (FIOH)	Duodecim	terveysportti	dictionary; full text materials	11330.2257283519	10216	8539.94236845637	10216
Finland	2010	VAMK University of Applied Sciences	Duodecim	terveysportti	reference resource	3869.53382598078	3489	2916.58760019032	3489
Finland	2010	University of Helsinki/National Library	East View	digital archives: pravda; iskusstvo kino; izvestiya; literaturnaya gazeta; voprosy istorii; voprosy literatury	full text materials	12299.5500516271	11090	9270.55215996291	11090
Finland	2010	Aalto University	EBSCO/SAGE/WILSON	academic search elite; business source complete; communication and mass media complete; econlit; wilson art full text	full text materials; reference database	43636.2305483559	39345	32889.9796874428	39345
Finland	2010	Arcada University of Applied Sciences	EBSCO/SAGE/WILSON	cinahl; ebsco-ase; ebsco-sportdiscus	full text materials; reference database	7977.51699922033	7193	6012.90186533934	7193
Finland	2010	Centria University of Applied Sciences	EBSCO/SAGE/WILSON	academic search elite; cinahl	full text materials; reference database	4046.98450301056	3649	3050.33767643865	3649
Finland	2010	Diaconia University of Applied Sciences (Diak)	EBSCO/SAGE/WILSON	academic search premier + cmmc + cinahl; cinahl fulltext	full text materials	20608.6780035468	18582	15533.3994802913	18582
Finland	2010	Library of Parliament	EBSCO/SAGE/WILSON	academic search elite	full text materials	2401.12947355929	2165	1809.80571923532	2165
Finland	2010	HAAGA-HELIA University of Applied Sciences	EBSCO/SAGE/WILSON	academic search elite (ase); business source elite (bse); communication and mass media complete (cmmc); sportdiscus ft	full text materials	15516.9526395234	13991	11695.6082299406	13991
Finland	2010	Hanken School of Economics	EBSCO/SAGE/WILSON	business source complete; econlit	full text materials; reference database	18365.0360058514	16559	13842.2969537264	16559
Finland	2010	University of Helsinki	EBSCO/SAGE/WILSON	eri tieteenalojen viite- ja kokotekstitietokantoja	full text materials; other; reference database	74784.3697007405	67430	56367.2977589089	67430
Finland	2010	Humak University of Applied Sciences (Humak)	EBSCO/SAGE/WILSON	academic search elite	full text materials	1866.55930900706	1683	1406.8836145372	1683
Finland	2010	Häme University of Applied Sciences (HAMK)	EBSCO/SAGE/WILSON	cinahl	reference database	1508.33075475318	1360	1136.87564811087	1360
Finland	2010	University of Eastern Finland	EBSCO/SAGE/WILSON	atlas; academic search premier; business source elite; cinahl; mla international bibliography; socindex with fulltext	full text materials; reference database	40772.6202477877	36763	30731.5878319853	36763
Finland	2010	Jyväskylä University of Applied Sciences (JAMK)	EBSCO/SAGE/WILSON	cinahl; ebsco academic search elite; ebsco business search elite; ieee / iee - iel online	full text materials; reference database	23990.2224676957	21631	18082.1743707987	21631
Finland	2010	University of Jyväskylä	EBSCO/SAGE/WILSON	année philologique; bse; cinahl; cmmc; ebscohost ase; ha; iel; mla; philindex; rilm; sportdiscus	full text materials; reference database; reference resource	62417.1665784959	56279	47045.7533823763	56279
Finland	2010	Kajaani University of Applied Sciences (KAMK)	EBSCO/SAGE/WILSON	academic search elite; cinahl; sportdiscus  ft	full text materials; reference database	6237.39129759699	5624	4701.31518012907	5624
Finland	2010	Finnish National Gallery Library	EBSCO/SAGE/WILSON	wilson art full text	full text materials	2705.0137579728	2439	2038.8527248106	2439
Finland	2010	Social Insurance Institution of Finland (Kela)	EBSCO/SAGE/WILSON	academic search elite; cinahl; socindex with fulltext	full text materials; reference database	7883.24632704825	7108	5941.84713733241	7108
Finland	2010	Karelia University of Applied Sciences	EBSCO/SAGE/WILSON	cinahl with fulltext	full text materials	1191.13766956244	1074	897.797386816967	1074
Finland	2010	Academy of Fine Arts	EBSCO/SAGE/WILSON	academic search elite / ase	full text materials	1866.55930900706	1683	1406.8836145372	1683
Finland	2010	Kymenlaakso University of Applied Sciences (KyAMK)	EBSCO/SAGE/WILSON	academic search elite; cinahl; wilson art	full text materials; reference database	8415.59835813761	7588	6343.09736607742	7588
Finland	2010	Lahti University of Applied Sciences (LAMK)	EBSCO/SAGE/WILSON	ase; bse; iel; medic; wilson art ft	full text materials; reference database	28965.4958249183	26117	21832.1921336115	26117
Finland	2010	University of Lapland	EBSCO/SAGE/WILSON	ase; ageline; arctic & antarctic region; art full text; bse; ebsco hospitality	full text materials; reference database	12591.2346019948	11353	9490.40384779612	11353
Finland	2010	Laurea University of Applied Sciences	EBSCO/SAGE/WILSON	academic search elite / ase; business source elite / bse; cinahl; sportdiscus with fulltext	full text materials; reference database	14369.0685724869	12956	10830.4124242092	12956
Finland	2010	Agrifood Research Finland (MTT)	EBSCO/SAGE/WILSON	econlit	reference database	1746.78010201196	1575	1316.60231306958	1575
Finland	2010	Finnish Forest Research Institute (Metla)	EBSCO/SAGE/WILSON	econlit	reference database	1746.78010201196	1575	1316.60231306958	1575
Finland	2010	Mikkeli University of Applied Sciences (MAMK)	EBSCO/SAGE/WILSON	academic search elite; cinahl	full text materials; reference database	5710.58460016481	5149	4304.24464126682	5149
Finland	2010	Oulu University of Applied Sciences	EBSCO/SAGE/WILSON	academic search elite; business source elite; cinahl	full text materials	10913.2166373319	9840	8225.62968927278	9840
Finland	2010	University of Oulu	EBSCO/SAGE/WILSON	academic search premier; america history and life; arctic&antarctic regions; avery index; business source complete; cinahl; communication and mass media complete; ebook collection (2014 lähtien); georef; historical abstracts; mla	full text materials; reference database	51258.8461935166	46218	38635.3814002855	46218
Finland	2010	Police College of Finland (Polamk)	EBSCO/SAGE/WILSON	ebsco ase	full text materials	1866.55930900706	1683	1406.8836145372	1683
Finland	2010	Satakunta University of Applied Sciences (SAMK)	EBSCO/SAGE/WILSON	ase; bse; cinahl; cinahl ft; hospitality & tourism	full text materials; reference database	10120.233924355	9125	7627.93403603801	9125
Finland	2010	Savonia University of Applied Sciences	EBSCO/SAGE/WILSON	academic search elite; cinahl; iel; wilson art	full text materials; reference database	21492.6041885014	19379	16199.6420476034	19379
Finland	2010	Seinäjoki University of Applied Sciences (SeAMK)	EBSCO/SAGE/WILSON	academic search elite; business source elite; cinahl	full text materials; reference database	10071.4349881718	9081	7591.15276506972	9081
Finland	2010	Sibelius Academy	EBSCO/SAGE/WILSON	academic search elite; rilm	full text materials; reference database	3720.91888396833	3355	2804.57191133233	3355
Finland	2010	Finnish Environment Institute (SYKE)	EBSCO/SAGE/WILSON	ebsco academic search elite	full text materials	2276.91399963844	2053	1716.18066586148	2053
Finland	2010	Tampere University of Applied Sciences (TAMK)	EBSCO/SAGE/WILSON	academic search elite; business source premier; cinahl; communication and mass media complete	full text materials; reference database	21571.3479264334	19450	16258.9936439386	19450
Finland	2010	Tampere University of Technology	EBSCO/SAGE/WILSON	ebsco academic search elite; ebsco business source complete; ieee/iet electronic library (iel); wilson art	full text materials	99593.0834162361	89799	75066.394356403	89799
Finland	2010	University of Tampere	EBSCO/SAGE/WILSON	academic search premier; business source elite; cinahl; comm.& mass media complete; education research complete; humanities international complete; mla; philosopher's index	full text materials; reference database	44678.7532759059	40285	33675.7613854018	40285
Finland	2010	Theatre Academy	EBSCO/SAGE/WILSON	academic search elite; international index to performing arts (full text)	full text materials; reference database	5482.11685348896	4943	4132.04141809709	4943
Finland	2010	National Institute for Health and Welfare	EBSCO/SAGE/WILSON	ebsco academic search elite; socindex ft	full text materials	6376.02463902651	5749	4805.80742719809	5749
Finland	2010	Turku University of Applied Sciences	EBSCO/SAGE/WILSON	academic search elite; cinahl; wilson art full text	full text materials; reference database	8415.59835813761	7588	6343.09736607742	7588
Finland	2010	University of Turku	EBSCO/SAGE/WILSON	atlas (=laajennettu atla); academic search premier; cinahl; historical abstracts; iel: ieee/iee electronic library online; kargerin lehtipaketti: basics + paketti; mla (modern language association); philosopher's index; routledge encyclopedia of philosophy; socindex fulltext; wilson art full text	full text materials; reference database; reference resource	97859.6121150013	88236	73759.8232990521	88236
Finland	2010	Finnish Institute of Occupational Health (FIOH)	EBSCO/SAGE/WILSON	bsp	reference database	4661.4074722262	4203	3513.44731544852	4203
Finland	2010	VAMK University of Applied Sciences	EBSCO/SAGE/WILSON	academic search elite; cinahl	full text materials; reference database	5072.87122958901	4574	3823.58030474936	4574
Finland	2010	University of Vaasa	EBSCO/SAGE/WILSON	academic search elite; business source premier; communication and mass media complete; mla	full text materials; reference database	21103.3217657673	19028	15906.2278178336	19028
Finland	2010	Government Institute for Economic Research (VATT)	EBSCO/SAGE/WILSON	business source elite / bse; econlit	full text materials; reference database	3632.19354545344	3275	2737.69687320816	3275
Finland	2010	Novia University of Applied Sciences	EBSCO/SAGE/WILSON	academic search elite; cinahl	full text materials; reference database	5710.58460016481	5149	4304.24464126682	5149
Finland	2010	Åbo Akademi University	EBSCO/SAGE/WILSON	atlas; academic search premier; business source premier; cinahl; communication and mass media complete; historical abstracts; mla international bibliography; philosopher's index; rilm répertoire international de littérature musicale; wilson art full text	full text materials; reference database	50915.0355067714	45908	38376.2406275543	45908
Finland	2010	Aalto University	Edita	defensor legis; edilex; lakimies	full text materials; reference resource	5597.45979355832	5047	4218.97896765851	5047
Finland	2010	Arcada University of Applied Sciences	Edita	edilex	reference resource	642.149637501539	579	484.008088423672	579
Finland	2010	Centria University of Applied Sciences	Edita	edilex	reference resource	849.545116280102	766	640.328490038917	766
Finland	2010	Diaconia University of Applied Sciences (Diak)	Edita	edilex	full text materials	218.486146092924	197	164.679781380766	197
Finland	2010	Library of Parliament	Edita	edilex	full text materials	17806.0663732076	16055	13420.9842135441	16055
Finland	2010	HAAGA-HELIA University of Applied Sciences	Edita	defensor legis (dl); edilex; lakimies; opettajamateriaalia oppikirjoihin	full text materials; other electronic service; reference resource	5454.39018520305	4918	4111.14296868328	4918
Finland	2010	Hanken School of Economics	Edita	edilex	full text materials; other electronic service	5391.17338151119	4861	4063.49450401981	4861
Finland	2010	University of Helsinki	Edita	defensor legis; edilex; juridiska föreningen i finland; lakimies; oikeus; ympäristöjuridiikka	full text materials	13846.6981419805	12485	10436.6856372531	12485
Finland	2010	Humak University of Applied Sciences (Humak)	Edita	edilex	reference resource	414.790957557125	374	312.64080323049	374
Finland	2010	University of Eastern Finland	Edita	edilex	reference resource	1947.5211804019	1756	1467.90708682551	1756
Finland	2010	University of Jyväskylä	Edita	edilex	reference resource	1970.81158176206	1777	1485.4617843331	1777
Finland	2010	Kajaani University of Applied Sciences (KAMK)	Edita	edilex	reference resource	136.415207966648	123	102.82037111591	123
Finland	2010	Social Insurance Institution of Finland (Kela)	Edita	edilex; edilex plus	full text materials; reference resource	43919.0425648721	39600	33103.1438714636	39600
Finland	2010	Kymenlaakso University of Applied Sciences (KyAMK)	Edita	edilex	reference resource	1234.39127208845	1113	930.3989679025	1113
Finland	2010	University of Lapland	Edita	defensor legis; edilex; jft; lakimies; oikeus; ympäristöoikeus	full text materials; reference resource	3483.57860344099	3141	2625.68118435018	3141
Finland	2010	Laurea University of Applied Sciences	Edita	edilex	reference resource	2124.97185743169	1916	1601.65716307384	1916
Finland	2010	Helsinki Metropolia University of Applied Sciences	Edita	edilex	full text materials	911.652853240527	822	687.141016725835	822
Finland	2010	Oulu University of Applied Sciences	Edita	defensor legis; edilex; oikeus; ympäristö	full text materials; reference resource	3868.42475924934	3488	2915.75166221376	3488
Finland	2010	Police College of Finland (Polamk)	Edita	edilex	full text materials	639.931504038667	577	482.336212470568	577
Finland	2010	Satakunta University of Applied Sciences (SAMK)	Edita	edilex	reference resource	1642.52782925696	1481	1238.02414327368	1481
Finland	2010	Savonia University of Applied Sciences	Edita	edilex	reference resource	1862.12304208132	1679	1403.53986263099	1679
Finland	2010	Seinäjoki University of Applied Sciences (SeAMK)	Edita	edilex	reference resource	1617.01929443393	1458	1218.79756981298	1458
Finland	2010	Tampere University of Applied Sciences (TAMK)	Edita	defencor legis; edilex	full text materials; reference resource	3722.02795069977	3356	2805.40784930889	3356
Finland	2010	Tampere University of Technology	Edita	edilex	reference resource	1747.88916874339	1576	1317.43825104613	1576
Finland	2010	University of Tampere	Edita	defensor legis; edilex	full text materials; reference resource	3281.72845831961	2959	2473.5404726177	2959
Finland	2010	Theatre Academy	Edita	edilex	full text materials	69.8712040804783	63	52.664092522783	63
Finland	2010	Turku University of Applied Sciences	Edita	edilex	reference resource	2657.32388852105	2396	2002.90739181886	2396
